"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,Sales,"Year ( Order Date )","Month ( Order date )","Month number"
7751,CA-2016-133242,"Saturday, June 18, 2016","Friday, June 24, 2016","Standard Class",KH-16510,"Keith Herrera",Consumer,"United States",Arlington,Virginia,22204,South,OFF-BI-10004002,"Office Supplies",Binders,34.6,2016,June,6
7753,CA-2016-133242,"Saturday, June 18, 2016","Friday, June 24, 2016","Standard Class",KH-16510,"Keith Herrera",Consumer,"United States",Arlington,Virginia,22204,South,OFF-BI-10004826,"Office Supplies",Binders,33.02,2016,June,6
7772,CA-2017-108196,"Saturday, November 25, 2017","Saturday, December 2, 2017","Standard Class",CS-12505,"Cindy Stewart",Consumer,"United States",Lancaster,Ohio,43130,East,OFF-BI-10000545,"Office Supplies",Binders,456.588,2017,November,11
7782,CA-2016-132136,"Tuesday, March 8, 2016","Saturday, March 12, 2016","Standard Class",FO-14305,"Frank Olsen",Consumer,"United States",Chicago,Illinois,60623,Central,OFF-BI-10002706,"Office Supplies",Binders,8.568,2016,March,3
7808,US-2017-137295,"Sunday, January 8, 2017","Friday, January 13, 2017","Standard Class",VS-21820,"Vivek Sundaresam",Consumer,"United States",Raleigh,"North Carolina",27604,South,OFF-BI-10004236,"Office Supplies",Binders,30.828,2017,January,1
7861,CA-2018-152261,"Friday, March 2, 2018","Tuesday, March 6, 2018","Standard Class",JA-15970,"Joseph Airdo",Consumer,"United States","Cuyahoga Falls",Ohio,44221,East,OFF-BI-10002353,"Office Supplies",Binders,18.528,2018,March,3
7899,CA-2018-128363,"Monday, August 13, 2018","Saturday, August 18, 2018","Standard Class",DC-12850,"Dan Campbell",Consumer,"United States",Memphis,Tennessee,38109,South,OFF-BI-10001359,"Office Supplies",Binders,1614.582,2018,August,8
7922,CA-2018-107713,"Tuesday, March 13, 2018","Saturday, March 17, 2018","Standard Class",JB-16000,"Joy Bell-",Consumer,"United States",Columbia,Maryland,21044,East,OFF-BI-10002026,"Office Supplies",Binders,174.3,2018,March,3
7943,CA-2018-134194,"Tuesday, December 25, 2018","Tuesday, January 1, 2019","Standard Class",GA-14725,"Guy Armstrong",Consumer,"United States",Dallas,Texas,75081,Central,OFF-BI-10003684,"Office Supplies",Binders,39.582,2018,December,12
7946,CA-2018-134194,"Tuesday, December 25, 2018","Tuesday, January 1, 2019","Standard Class",GA-14725,"Guy Armstrong",Consumer,"United States",Dallas,Texas,75081,Central,OFF-BI-10001597,"Office Supplies",Binders,40.98,2018,December,12
7947,CA-2018-134194,"Tuesday, December 25, 2018","Tuesday, January 1, 2019","Standard Class",GA-14725,"Guy Armstrong",Consumer,"United States",Dallas,Texas,75081,Central,OFF-BI-10001116,"Office Supplies",Binders,3.168,2018,December,12
8074,CA-2018-151750,"Monday, January 1, 2018","Friday, January 5, 2018","Standard Class",JM-15250,"Janet Martin",Consumer,"United States",Huntsville,Texas,77340,Central,OFF-BI-10000301,"Office Supplies",Binders,6.47,2018,January,1
8075,CA-2018-151750,"Monday, January 1, 2018","Friday, January 5, 2018","Standard Class",JM-15250,"Janet Martin",Consumer,"United States",Huntsville,Texas,77340,Central,OFF-BI-10000343,"Office Supplies",Binders,13.748,2018,January,1
8126,CA-2016-137064,"Saturday, February 6, 2016","Saturday, February 13, 2016","Standard Class",TS-21655,"Trudy Schmidt",Consumer,"United States",Houston,Texas,77070,Central,OFF-BI-10002049,"Office Supplies",Binders,2.934,2016,February,2
8200,CA-2018-125269,"Tuesday, April 24, 2018","Monday, April 30, 2018","Standard Class",AF-10870,"Art Ferguson",Consumer,"United States",Chicago,Illinois,60610,Central,OFF-BI-10001628,"Office Supplies",Binders,10.43,2018,April,4
8209,CA-2016-141565,"Tuesday, September 20, 2016","Saturday, September 24, 2016","Standard Class",BG-11035,"Barry Gonzalez",Consumer,"United States",Nashville,Tennessee,37211,South,OFF-BI-10000545,"Office Supplies",Binders,1369.764,2016,September,9
8221,CA-2015-120775,"Saturday, October 3, 2015","Wednesday, October 7, 2015","Standard Class",RD-19930,"Russell D'Ascenzo",Consumer,"United States",Dallas,Texas,75217,Central,OFF-BI-10002609,"Office Supplies",Binders,1.788,2015,October,10
8259,CA-2018-152310,"Sunday, August 12, 2018","Sunday, August 19, 2018","Standard Class",DK-12895,"Dana Kaydos",Consumer,"United States",Seattle,Washington,98103,West,OFF-BI-10004308,"Office Supplies",Binders,100.704,2018,August,8
8264,CA-2016-138457,"Tuesday, September 13, 2016","Saturday, September 17, 2016","Standard Class",AM-10705,"Anne McFarland",Consumer,"United States",Jacksonville,"North Carolina",28540,South,OFF-BI-10000014,"Office Supplies",Binders,13.092,2016,September,9
8293,CA-2016-106362,"Sunday, December 11, 2016","Thursday, December 15, 2016","Standard Class",LC-16885,"Lena Creighton",Consumer,"United States",Troy,Ohio,45373,East,OFF-BI-10003166,"Office Supplies",Binders,10.332,2016,December,12
8322,US-2017-149790,"Tuesday, September 26, 2017","Sunday, October 1, 2017","Standard Class",SC-20380,"Shahid Collister",Consumer,"United States",Houston,Texas,77095,Central,OFF-BI-10002026,"Office Supplies",Binders,15.624,2017,September,9
8437,CA-2016-151470,"Tuesday, September 20, 2016","Monday, September 26, 2016","Standard Class",AM-10705,"Anne McFarland",Consumer,"United States","Las Vegas",Nevada,89115,West,OFF-BI-10004040,"Office Supplies",Binders,45.584,2016,September,9
8439,CA-2015-108861,"Thursday, May 28, 2015","Monday, June 1, 2015","Standard Class",MM-17260,"Magdelene Morse",Consumer,"United States",Seattle,Washington,98105,West,OFF-BI-10003876,"Office Supplies",Binders,136.96,2015,May,5
8459,CA-2015-126200,"Tuesday, August 25, 2015","Saturday, August 29, 2015","Standard Class",JE-15715,"Joe Elijah",Consumer,"United States",Houston,Texas,77070,Central,OFF-BI-10002133,"Office Supplies",Binders,25.68,2015,August,8
8460,CA-2015-126200,"Tuesday, August 25, 2015","Saturday, August 29, 2015","Standard Class",JE-15715,"Joe Elijah",Consumer,"United States",Houston,Texas,77070,Central,OFF-BI-10002225,"Office Supplies",Binders,12.384,2015,August,8
8461,CA-2015-146500,"Sunday, August 30, 2015","Friday, September 4, 2015","Standard Class",AT-10735,"Annie Thurman",Consumer,"United States",Bristol,Connecticut,6010,East,OFF-BI-10002432,"Office Supplies",Binders,25.3,2015,August,8
8484,CA-2017-126284,"Wednesday, September 20, 2017","Sunday, September 24, 2017","Standard Class",EN-13780,"Edward Nazzal",Consumer,"United States","Grand Rapids",Michigan,49505,Central,OFF-BI-10004828,"Office Supplies",Binders,83.7,2017,September,9
8495,CA-2016-109190,"Sunday, October 23, 2016","Friday, October 28, 2016","Standard Class",CC-12685,"Craig Carroll",Consumer,"United States",Lubbock,Texas,79424,Central,OFF-BI-10000977,"Office Supplies",Binders,6.08,2016,October,10
8586,US-2018-132927,"Sunday, December 9, 2018","Saturday, December 15, 2018","Standard Class",RD-19720,"Roger Demir",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,OFF-BI-10001116,"Office Supplies",Binders,11.088,2018,December,12
8616,CA-2017-165918,"Sunday, September 10, 2017","Thursday, September 14, 2017","Standard Class",BD-11770,"Bryan Davis",Consumer,"United States",Edmonds,Washington,98026,West,OFF-BI-10004364,"Office Supplies",Binders,14.256,2017,September,9
8618,CA-2017-165918,"Sunday, September 10, 2017","Thursday, September 14, 2017","Standard Class",BD-11770,"Bryan Davis",Consumer,"United States",Edmonds,Washington,98026,West,OFF-BI-10004826,"Office Supplies",Binders,39.624,2017,September,9
8624,CA-2016-136147,"Sunday, November 13, 2016","Friday, November 18, 2016","Standard Class",FM-14380,"Fred McMath",Consumer,"United States",Miami,Florida,33178,South,OFF-BI-10004224,"Office Supplies",Binders,121.104,2016,November,11
8650,CA-2017-164574,"Saturday, July 29, 2017","Thursday, August 3, 2017","Standard Class",RH-19555,"Ritsa Hightower",Consumer,"United States",Charlotte,"North Carolina",28205,South,OFF-BI-10002429,"Office Supplies",Binders,27.396,2017,July,7
8806,US-2018-100398,"Sunday, August 19, 2018","Thursday, August 23, 2018","Standard Class",DO-13435,"Denny Ordway",Consumer,"United States","Salt Lake City",Utah,84106,West,OFF-BI-10002133,"Office Supplies",Binders,102.72,2018,August,8
8808,US-2018-110646,"Friday, October 26, 2018","Wednesday, October 31, 2018","Standard Class",JF-15190,"Jamie Frazer",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,OFF-BI-10004330,"Office Supplies",Binders,33.282,2018,October,10
8822,CA-2018-100622,"Saturday, November 3, 2018","Wednesday, November 7, 2018","Standard Class",DK-13090,"Dave Kipp",Consumer,"United States",Orlando,Florida,32839,South,OFF-BI-10002982,"Office Supplies",Binders,4.086,2018,November,11
8833,CA-2016-153423,"Wednesday, June 22, 2016","Monday, June 27, 2016","Standard Class",SW-20455,"Shaun Weien",Consumer,"United States",Rochester,"New York",14609,East,OFF-BI-10000545,"Office Supplies",Binders,1217.568,2016,June,6
8845,CA-2018-156664,"Tuesday, December 18, 2018","Sunday, December 23, 2018","Standard Class",BP-11290,"Beth Paige",Consumer,"United States",Columbus,Ohio,43229,East,OFF-BI-10004209,"Office Supplies",Binders,7.236,2018,December,12
8913,CA-2018-102610,"Sunday, November 4, 2018","Thursday, November 8, 2018","Standard Class",CA-12265,"Christina Anderson",Consumer,"United States",Chattanooga,Tennessee,37421,South,OFF-BI-10004364,"Office Supplies",Binders,3.564,2018,November,11
8924,CA-2018-133928,"Monday, June 11, 2018","Sunday, June 17, 2018","Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States",Hickory,"North Carolina",28601,South,OFF-BI-10001525,"Office Supplies",Binders,4.572,2018,June,6
8926,CA-2017-168032,"Monday, January 30, 2017","Friday, February 3, 2017","Standard Class",DF-13135,"David Flashing",Consumer,"United States",Rockford,Illinois,61107,Central,OFF-BI-10000546,"Office Supplies",Binders,1.728,2017,January,1
8966,CA-2018-106691,"Tuesday, November 6, 2018","Monday, November 12, 2018","Standard Class",CC-12370,"Christopher Conant",Consumer,"United States",Houston,Texas,77070,Central,OFF-BI-10000145,"Office Supplies",Binders,1.248,2018,November,11
8983,CA-2017-110898,"Monday, March 6, 2017","Sunday, March 12, 2017","Standard Class",LC-16870,"Lena Cacioppo",Consumer,"United States",Chicago,Illinois,60623,Central,OFF-BI-10004656,"Office Supplies",Binders,1.728,2017,March,3
8987,CA-2016-123092,"Saturday, December 3, 2016","Wednesday, December 7, 2016","Standard Class",JG-15115,"Jack Garza",Consumer,"United States",Jacksonville,"North Carolina",28540,South,OFF-BI-10001718,"Office Supplies",Binders,95.97,2016,December,12
9030,CA-2015-138198,"Saturday, July 18, 2015","Thursday, July 23, 2015","Standard Class",JL-15130,"Jack Lebron",Consumer,"United States","New Rochelle","New York",10801,East,OFF-BI-10002103,"Office Supplies",Binders,13.904,2015,July,7
9034,CA-2015-152268,"Wednesday, September 2, 2015","Monday, September 7, 2015","Standard Class",SC-20095,"Sanjit Chand",Consumer,"United States",Fayetteville,Arkansas,72701,South,OFF-BI-10001359,"Office Supplies",Binders,1793.98,2015,September,9
9035,CA-2016-148873,"Saturday, October 1, 2016","Wednesday, October 5, 2016","Standard Class",EM-13960,"Eric Murdock",Consumer,"United States",Quincy,Illinois,62301,Central,OFF-BI-10003196,"Office Supplies",Binders,2.992,2016,October,10
9040,CA-2017-117121,"Sunday, December 17, 2017","Thursday, December 21, 2017","Standard Class",AB-10105,"Adrian Barton",Consumer,"United States",Detroit,Michigan,48205,Central,OFF-BI-10000545,"Office Supplies",Binders,9892.74,2017,December,12
9065,US-2015-151015,"Wednesday, October 14, 2015","Tuesday, October 20, 2015","Standard Class",BD-11500,"Bradley Drucker",Consumer,"United States",Chicago,Illinois,60653,Central,OFF-BI-10000343,"Office Supplies",Binders,2.946,2015,October,10
9080,CA-2017-108105,"Thursday, February 16, 2017","Thursday, February 23, 2017","Standard Class",GW-14605,"Giulietta Weimer",Consumer,"United States",Henderson,Kentucky,42420,South,OFF-BI-10002412,"Office Supplies",Binders,5.8,2017,February,2
9095,US-2016-132836,"Wednesday, June 1, 2016","Sunday, June 5, 2016","Standard Class",AJ-10945,"Ashley Jarboe",Consumer,"United States",Detroit,Michigan,48227,Central,OFF-BI-10004224,"Office Supplies",Binders,403.68,2016,June,6
9105,CA-2016-163181,"Monday, November 7, 2016","Saturday, November 12, 2016","Standard Class",AB-10105,"Adrian Barton",Consumer,"United States",Houston,Texas,77041,Central,OFF-BI-10000474,"Office Supplies",Binders,32.06,2016,November,11
9138,CA-2015-123400,"Monday, February 2, 2015","Monday, February 9, 2015","Standard Class",EB-13930,"Eric Barreto",Consumer,"United States","Saint Petersburg",Florida,33710,South,OFF-BI-10000666,"Office Supplies",Binders,18.336,2015,February,2
9143,US-2018-166688,"Sunday, May 20, 2018","Saturday, May 26, 2018","Standard Class",RD-19480,"Rick Duston",Consumer,"United States","Las Vegas",Nevada,89115,West,OFF-BI-10004040,"Office Supplies",Binders,8.288,2018,May,5
9146,CA-2016-126970,"Tuesday, September 20, 2016","Saturday, September 24, 2016","Standard Class",TP-21130,"Theone Pippenger",Consumer,"United States",Naperville,Illinois,60540,Central,OFF-BI-10000138,"Office Supplies",Binders,2.808,2016,September,9
9232,CA-2015-148383,"Sunday, December 27, 2015","Thursday, December 31, 2015","Standard Class",RP-19390,"Resi Pölking",Consumer,"United States",Phoenix,Arizona,85023,West,OFF-BI-10003650,"Office Supplies",Binders,946.764,2015,December,12
9274,CA-2018-146983,"Sunday, September 2, 2018","Thursday, September 6, 2018","Standard Class",AH-10210,"Alan Hwang",Consumer,"United States",Henderson,Kentucky,42420,South,OFF-BI-10003650,"Office Supplies",Binders,1577.94,2018,September,9
9279,CA-2018-122539,"Saturday, December 1, 2018","Wednesday, December 5, 2018","Standard Class",SC-20305,"Sean Christensen",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,OFF-BI-10001759,"Office Supplies",Binders,8.001,2018,December,12
9367,CA-2015-108147,"Monday, June 8, 2015","Saturday, June 13, 2015","Standard Class",RD-19480,"Rick Duston",Consumer,"United States","Long Beach","New York",11561,East,OFF-BI-10003876,"Office Supplies",Binders,68.48,2015,June,6
9480,CA-2015-126193,"Monday, September 7, 2015","Monday, September 14, 2015","Standard Class",SS-20410,"Shahid Shariari",Consumer,"United States",Oswego,Illinois,60543,Central,OFF-BI-10001249,"Office Supplies",Binders,3.828,2015,September,9
9481,CA-2015-126193,"Monday, September 7, 2015","Monday, September 14, 2015","Standard Class",SS-20410,"Shahid Shariari",Consumer,"United States",Oswego,Illinois,60543,Central,OFF-BI-10004632,"Office Supplies",Binders,304.99,2015,September,9
9628,CA-2015-139283,"Monday, November 23, 2015","Friday, November 27, 2015","Standard Class",BT-11440,"Bobby Trafton",Consumer,"United States",Detroit,Michigan,48227,Central,OFF-BI-10002049,"Office Supplies",Binders,14.67,2015,November,11
9630,CA-2015-118192,"Tuesday, January 13, 2015","Sunday, January 18, 2015","Standard Class",MM-17920,"Michael Moore",Consumer,"United States",Newark,Ohio,43055,East,OFF-BI-10003476,"Office Supplies",Binders,3.438,2015,January,1
9647,US-2018-107979,"Friday, June 8, 2018","Wednesday, June 13, 2018","Standard Class",FO-14305,"Frank Olsen",Consumer,"United States",Glendale,Arizona,85301,West,OFF-BI-10000778,"Office Supplies",Binders,72.588,2018,June,6
9712,CA-2015-114251,"Thursday, November 5, 2015","Tuesday, November 10, 2015","Standard Class",MD-17350,"Maribeth Dona",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,OFF-BI-10003684,"Office Supplies",Binders,13.194,2015,November,11
9730,CA-2015-111962,"Tuesday, September 29, 2015","Sunday, October 4, 2015","Standard Class",EB-14170,"Evan Bailliet",Consumer,"United States",Seattle,Washington,98115,West,OFF-BI-10001308,"Office Supplies",Binders,10.048,2015,September,9
9766,CA-2018-101959,"Wednesday, February 28, 2018","Tuesday, March 6, 2018","Standard Class",DB-13660,"Duane Benoit",Consumer,"United States",Middletown,Connecticut,6457,East,OFF-BI-10001757,"Office Supplies",Binders,9.84,2018,February,2
9768,CA-2018-102659,"Sunday, December 9, 2018","Saturday, December 15, 2018","Standard Class",LW-17215,"Luke Weiss",Consumer,"United States","Grand Rapids",Michigan,49505,Central,OFF-BI-10000088,"Office Supplies",Binders,54.9,2018,December,12
9775,CA-2015-169019,"Sunday, July 26, 2015","Thursday, July 30, 2015","Standard Class",LF-17185,"Luke Foster",Consumer,"United States","San Antonio",Texas,78207,Central,OFF-BI-10004995,"Office Supplies",Binders,2177.584,2015,July,7
9777,CA-2015-169019,"Sunday, July 26, 2015","Thursday, July 30, 2015","Standard Class",LF-17185,"Luke Foster",Consumer,"United States","San Antonio",Texas,78207,Central,OFF-BI-10001524,"Office Supplies",Binders,16.784,2015,July,7
9779,CA-2015-169019,"Sunday, July 26, 2015","Thursday, July 30, 2015","Standard Class",LF-17185,"Luke Foster",Consumer,"United States","San Antonio",Texas,78207,Central,OFF-BI-10001679,"Office Supplies",Binders,8.88,2015,July,7
9782,CA-2017-153178,"Thursday, September 14, 2017","Monday, September 18, 2017","Standard Class",CL-12565,"Clay Ludtke",Consumer,"United States","Long Beach","New York",11561,East,OFF-BI-10004390,"Office Supplies",Binders,673.568,2017,September,9
9786,CA-2016-155635,"Monday, May 9, 2016","Friday, May 13, 2016","Standard Class",ME-17725,"Max Engle",Consumer,"United States",Louisville,Kentucky,40214,South,OFF-BI-10000962,"Office Supplies",Binders,48.81,2016,May,5
9,CA-2015-115812,"Tuesday, June 9, 2015","Sunday, June 14, 2015","Standard Class",BH-11710,"Brosina Hoffman",Consumer,"United States","Los Angeles",California,90032,West,OFF-BI-10003910,"Office Supplies",Binders,18.504,2015,June,6
64,CA-2016-135545,"Thursday, November 24, 2016","Wednesday, November 30, 2016","Standard Class",KM-16720,"Kunst Miller",Consumer,"United States","Los Angeles",California,90004,West,OFF-BI-10001078,"Office Supplies",Binders,25.824,2016,November,11
138,CA-2017-145583,"Friday, October 13, 2017","Thursday, October 19, 2017","Standard Class",LC-16885,"Lena Creighton",Consumer,"United States",Roseville,California,95661,West,OFF-BI-10004781,"Office Supplies",Binders,76.176,2017,October,10
324,CA-2017-162138,"Sunday, April 23, 2017","Thursday, April 27, 2017","Standard Class",GK-14620,"Grace Kelly",Corporate,"United States",Hesperia,California,92345,West,OFF-BI-10004593,"Office Supplies",Binders,251.52,2017,April,4
338,CA-2015-129924,"Sunday, July 12, 2015","Friday, July 17, 2015","Standard Class",AC-10420,"Alyssa Crouse",Corporate,"United States","San Francisco",California,94122,West,OFF-BI-10003314,"Office Supplies",Binders,7.712,2015,July,7
497,CA-2017-126158,"Tuesday, July 25, 2017","Monday, July 31, 2017","Standard Class",SC-20095,"Sanjit Chand",Consumer,"United States","Costa Mesa",California,92627,West,OFF-BI-10002498,"Office Supplies",Binders,119.616,2017,July,7
629,CA-2018-133431,"Monday, December 17, 2018","Friday, December 21, 2018","Standard Class",LC-17140,"Logan Currie",Consumer,"United States","San Francisco",California,94122,West,OFF-BI-10000605,"Office Supplies",Binders,15.24,2018,December,12
640,CA-2017-115917,"Saturday, May 20, 2017","Thursday, May 25, 2017","Standard Class",RB-19465,"Rick Bensley","Home Office","United States",Vallejo,California,94591,West,OFF-BI-10004728,"Office Supplies",Binders,15.424,2017,May,5
942,CA-2017-142958,"Wednesday, December 13, 2017","Wednesday, December 20, 2017","Standard Class",RW-19630,"Rob Williams",Corporate,"United States",Torrance,California,90503,West,OFF-BI-10001759,"Office Supplies",Binders,6.096,2017,December,12
1058,CA-2018-167150,"Monday, December 10, 2018","Monday, December 17, 2018","Standard Class",BP-11185,"Ben Peterman",Corporate,"United States","San Diego",California,92037,West,OFF-BI-10001097,"Office Supplies",Binders,19.936,2018,December,12
1059,CA-2018-167150,"Monday, December 10, 2018","Monday, December 17, 2018","Standard Class",BP-11185,"Ben Peterman",Corporate,"United States","San Diego",California,92037,West,OFF-BI-10001597,"Office Supplies",Binders,65.568,2018,December,12
1173,CA-2015-158064,"Tuesday, April 21, 2015","Saturday, April 25, 2015","Standard Class",AA-10375,"Allen Armold",Consumer,"United States","Los Angeles",California,90008,West,OFF-BI-10002976,"Office Supplies",Binders,16.52,2015,April,4
1297,CA-2018-115427,"Sunday, December 30, 2018","Thursday, January 3, 2019","Standard Class",EB-13975,"Erica Bern",Corporate,"United States",Fairfield,California,94533,West,OFF-BI-10002103,"Office Supplies",Binders,13.904,2018,December,12
1298,CA-2018-115427,"Sunday, December 30, 2018","Thursday, January 3, 2019","Standard Class",EB-13975,"Erica Bern",Corporate,"United States",Fairfield,California,94533,West,OFF-BI-10004632,"Office Supplies",Binders,20.72,2018,December,12
1335,CA-2015-121664,"Wednesday, May 6, 2015","Sunday, May 10, 2015","Standard Class",HP-14815,"Harold Pawlan","Home Office","United States","Los Angeles",California,90049,West,OFF-BI-10003684,"Office Supplies",Binders,140.736,2015,May,5
1544,CA-2015-107181,"Wednesday, February 4, 2015","Sunday, February 8, 2015","Standard Class",DB-13270,"Deborah Brumfield","Home Office","United States","San Diego",California,92024,West,OFF-BI-10004230,"Office Supplies",Binders,82.896,2015,February,2
1762,CA-2016-130785,"Monday, September 5, 2016","Friday, September 9, 2016","Standard Class",AG-10900,"Arthur Gainer",Consumer,"United States","San Diego",California,92105,West,OFF-BI-10001900,"Office Supplies",Binders,28.752,2016,September,9
2017,CA-2016-113110,"Saturday, March 19, 2016","Wednesday, March 23, 2016","Standard Class",BK-11260,"Berenike Kampe",Consumer,"United States","San Bernardino",California,92404,West,OFF-BI-10000088,"Office Supplies",Binders,17.568,2016,March,3
2043,CA-2016-104493,"Sunday, October 2, 2016","Saturday, October 8, 2016","Standard Class",EB-13705,"Ed Braxton",Corporate,"United States","San Diego",California,92105,West,OFF-BI-10004817,"Office Supplies",Binders,57.504,2016,October,10
2062,CA-2015-106439,"Saturday, October 31, 2015","Wednesday, November 4, 2015","Standard Class",GG-14650,"Greg Guthrie",Corporate,"United States","Los Angeles",California,90049,West,OFF-BI-10002571,"Office Supplies",Binders,15.968,2015,October,10
2064,CA-2015-106439,"Saturday, October 31, 2015","Wednesday, November 4, 2015","Standard Class",GG-14650,"Greg Guthrie",Corporate,"United States","Los Angeles",California,90049,West,OFF-BI-10004209,"Office Supplies",Binders,19.296,2015,October,10
2219,CA-2018-130841,"Saturday, July 28, 2018","Wednesday, August 1, 2018","Standard Class",MH-17620,"Matt Hagelstein",Corporate,"United States","San Francisco",California,94110,West,OFF-BI-10000145,"Office Supplies",Binders,9.984,2018,July,7
2230,CA-2015-128055,"Tuesday, March 31, 2015","Sunday, April 5, 2015","Standard Class",AA-10315,"Alex Avila",Consumer,"United States","San Francisco",California,94122,West,OFF-BI-10004390,"Office Supplies",Binders,673.568,2015,March,3
2450,CA-2017-140207,"Sunday, November 5, 2017","Friday, November 10, 2017","Standard Class",CS-12400,"Christopher Schild","Home Office","United States","San Jose",California,95123,West,OFF-BI-10003963,"Office Supplies",Binders,29.12,2017,November,11
2499,CA-2017-126935,"Friday, May 19, 2017","Wednesday, May 24, 2017","Standard Class",BT-11395,"Bill Tyler",Corporate,"United States","San Francisco",California,94109,West,OFF-BI-10004817,"Office Supplies",Binders,9.584,2017,May,5
2616,CA-2015-147298,"Sunday, April 26, 2015","Sunday, May 3, 2015","Standard Class",AG-10300,"Aleksandra Gannaway",Corporate,"United States","Los Angeles",California,90049,West,OFF-BI-10001525,"Office Supplies",Binders,18.288,2015,April,4
2618,CA-2018-147942,"Sunday, April 1, 2018","Thursday, April 5, 2018","Standard Class",MS-17365,"Maribeth Schnelling",Consumer,"United States","San Francisco",California,94110,West,OFF-BI-10001294,"Office Supplies",Binders,121.68,2018,April,4
2685,CA-2018-137085,"Friday, June 29, 2018","Friday, July 6, 2018","Standard Class",CT-11995,"Carol Triggs",Consumer,"United States","Los Angeles",California,90004,West,OFF-BI-10000632,"Office Supplies",Binders,312.552,2018,June,6
2725,CA-2015-153479,"Sunday, October 4, 2015","Thursday, October 8, 2015","Standard Class",DF-13135,"David Flashing",Consumer,"United States",Vallejo,California,94591,West,OFF-BI-10002867,"Office Supplies",Binders,95.648,2015,October,10
2796,CA-2015-154599,"Sunday, April 12, 2015","Friday, April 17, 2015","Standard Class",KN-16450,"Kean Nguyen",Corporate,"United States","Redondo Beach",California,90278,West,OFF-BI-10002764,"Office Supplies",Binders,18.088,2015,April,4
2838,CA-2018-110842,"Sunday, November 11, 2018","Friday, November 16, 2018","Standard Class",GA-14725,"Guy Armstrong",Consumer,"United States","Los Angeles",California,90036,West,OFF-BI-10000977,"Office Supplies",Binders,121.6,2018,November,11
2885,CA-2017-164483,"Monday, January 30, 2017","Friday, February 3, 2017","Standard Class",JF-15490,"Jeremy Farry",Consumer,"United States","San Francisco",California,94122,West,OFF-BI-10000014,"Office Supplies",Binders,17.456,2017,January,1
2948,CA-2018-169859,"Friday, December 14, 2018","Tuesday, December 18, 2018","Standard Class",MP-18175,"Mike Pelletier","Home Office","United States","San Diego",California,92024,West,OFF-BI-10000174,"Office Supplies",Binders,64.96,2018,December,12
2959,CA-2016-158456,"Saturday, December 24, 2016","Thursday, December 29, 2016","Standard Class",KT-16465,"Kean Takahito",Consumer,"United States","Los Angeles",California,90032,West,OFF-BI-10001097,"Office Supplies",Binders,19.936,2016,December,12
3008,CA-2015-130729,"Saturday, October 24, 2015","Thursday, October 29, 2015","Standard Class",AA-10375,"Allen Armold",Consumer,"United States","Rancho Cucamonga",California,91730,West,OFF-BI-10002706,"Office Supplies",Binders,34.272,2015,October,10
3372,CA-2018-123778,"Sunday, September 23, 2018","Sunday, September 30, 2018","Standard Class",BS-11755,"Bruce Stewart",Consumer,"United States","San Francisco",California,94122,West,OFF-BI-10000822,"Office Supplies",Binders,25.824,2018,September,9
3412,CA-2017-100244,"Wednesday, September 20, 2017","Sunday, September 24, 2017","Standard Class",GM-14695,"Greg Maxwell",Corporate,"United States","San Francisco",California,94122,West,OFF-BI-10003656,"Office Supplies",Binders,271.984,2017,September,9
3415,CA-2017-100244,"Wednesday, September 20, 2017","Sunday, September 24, 2017","Standard Class",GM-14695,"Greg Maxwell",Corporate,"United States","San Francisco",California,94122,West,OFF-BI-10000977,"Office Supplies",Binders,48.64,2017,September,9
3424,CA-2017-134803,"Sunday, May 28, 2017","Saturday, June 3, 2017","Standard Class",CL-12565,"Clay Ludtke",Consumer,"United States","Los Angeles",California,90004,West,OFF-BI-10002215,"Office Supplies",Binders,22.72,2017,May,5
3449,CA-2017-162614,"Saturday, October 7, 2017","Friday, October 13, 2017","Standard Class",TB-21250,"Tim Brockman",Consumer,"United States","Los Angeles",California,90049,West,OFF-BI-10004001,"Office Supplies",Binders,27.264,2017,October,10
3499,CA-2017-107328,"Tuesday, August 8, 2017","Tuesday, August 15, 2017","Standard Class",CA-12055,"Cathy Armstrong","Home Office","United States","Los Angeles",California,90036,West,OFF-BI-10002160,"Office Supplies",Binders,15.24,2017,August,8
3521,CA-2016-168767,"Sunday, April 10, 2016","Friday, April 15, 2016","Standard Class",DM-12955,"Dario Medina",Corporate,"United States",Sacramento,California,95823,West,OFF-BI-10000773,"Office Supplies",Binders,12.832,2016,April,4
3558,CA-2018-118542,"Saturday, December 1, 2018","Wednesday, December 5, 2018","Standard Class",CC-12550,"Clay Cheatham",Consumer,"United States","Los Angeles",California,90008,West,OFF-BI-10003429,"Office Supplies",Binders,10.128,2018,December,12
3559,CA-2018-152737,"Wednesday, November 7, 2018","Monday, November 12, 2018","Standard Class",TS-21505,"Tony Sayre",Consumer,"United States","San Francisco",California,94122,West,OFF-BI-10002982,"Office Supplies",Binders,21.792,2018,November,11
